iter	MultiClass
280	0.02243499443
281	0.02234698152
282	0.02228298442
283	0.02215176938
284	0.02202011914
285	0.02194022369
286	0.02182806207
287	0.02176226788
288	0.02168350776
289	0.02161896084
290	0.02152951509
291	0.0214552836
292	0.02134295994
293	0.02127346841
294	0.02116052828
295	0.02109695489
296	0.02100007732
297	0.02090905658
298	0.02079543862
299	0.02074798374
300	0.02069326395
301	0.02063225369
302	0.020548669
303	0.02046594127
304	0.02040471785
305	0.02034333868
306	0.02025236867
307	0.02013613139
308	0.02000856263
309	0.01990112449
310	0.01985852959
311	0.01980485279
312	0.01972542851
313	0.01966204976
314	0.01955640234
315	0.0194814635
316	0.01938093089
317	0.01930046924
318	0.01922478819
319	0.0191724595
320	0.01905621756
321	0.01894816548
322	0.01890456435
323	0.01883109044
324	0.0187935175
325	0.01869655747
326	0.01863448458
327	0.01852983943
328	0.01845475978
329	0.0183523472
330	0.01828382334
331	0.01822809717
332	0.0181744372
333	0.01812867606
334	0.01803469222
335	0.01799045807
336	0.01793077835
337	0.01788158126
338	0.01781536014
339	0.01776015451
340	0.01769509623
341	0.01762874109
342	0.01756629239
343	0.01750244225
344	0.01745487507
345	0.01739396516
346	0.01735144823
347	0.01726367721
348	0.01718088832
349	0.01712027758
350	0.01707142274
351	0.01703171528
352	0.01698486281
353	0.01690446837
354	0.01682981842
355	0.01678223084
356	0.01671613234
357	0.01664542569
358	0.01658806813
359	0.01654702142
360	0.01650190608
361	0.01646089485
362	0.01642531616
363	0.01634668664
364	0.01628905352
365	0.01625397736
366	0.01620645718
367	0.01612918555
368	0.01609284016
369	0.0160080844
370	0.01595326315
371	0.01588419082
372	0.01582106675
373	0.0157656878
374	0.0157347148
375	0.01569619212
376	0.01564514453
377	0.01558616442
378	0.01553817254
379	0.0154783487
380	0.01542449928
381	0.0153873835
382	0.0153583345
383	0.0153088866
384	0.01527577199
385	0.01522372993
386	0.01515375231
387	0.01508136705
388	0.01504717527
389	0.01501602581
390	0.014983529
391	0.01492983212
392	0.01489120322
393	0.01485773308
394	0.01480699589
395	0.01475144314
396	0.01470437855
397	0.01463315219
398	0.01457157447
399	0.01451763034
400	0.01447344275
401	0.01441018415
402	0.01437146516
403	0.01432380959
404	0.01428068825
405	0.01421771169
406	0.01416844439
407	0.01412811381
408	0.01408815025
409	0.01405288973
410	0.01402506944
411	0.01397203866
412	0.01393577932
413	0.01389714247
414	0.0138508044
415	0.01381805254
416	0.01377116514
417	0.01374463381
418	0.01369908619
419	0.01366054342
420	0.01363394913
421	0.01358165006
422	0.01354852524
423	0.01351127737
424	0.01348646296
425	0.01344073855
426	0.01340919951
427	0.0133770379
428	0.01332319674
429	0.01328038438
430	0.01325771573
431	0.01322016802
432	0.01318629953
433	0.01315853119
434	0.01310631736
435	0.01306585498
436	0.01301121801
437	0.01297645828
438	0.01294729073
439	0.01291821828
440	0.01288255317
441	0.01284016389
442	0.01282169038
443	0.01277977408
444	0.01275195485
445	0.01270805887
446	0.01267302497
447	0.01263941857
448	0.0126022264
449	0.01257631478
450	0.01255231399
451	0.0125180015
452	0.01248625985
453	0.01246643765
454	0.01243081912
455	0.01241189958
456	0.01238808258
457	0.01234890454
458	0.012297885
459	0.01227863677
460	0.01225260462
461	0.01222038115
462	0.01220119769
463	0.01217919132
464	0.01215882121
465	0.01211984403
466	0.01208941588
467	0.01206484435
468	0.0120393022
469	0.01200953189
470	0.01196174464
471	0.01193584096
472	0.01191258349
473	0.01188039093
474	0.01184431621
475	0.01182232713
476	0.01179627368
477	0.01177286464
478	0.01173680327
479	0.01172270017
480	0.01169455894
481	0.01164997559
482	0.01162292006
483	0.01159463288
484	0.01156968012
485	0.01153211177
486	0.01150679756
487	0.01148745191
488	0.01146269851
489	0.01142321063
490	0.01138386407
491	0.01136640635
492	0.01133204731
493	0.01129879591
494	0.01126116533
495	0.01123043921
496	0.0112142209
497	0.01117289023
498	0.01115397532
499	0.01112469151
500	0.0110888741
501	0.01106233501
502	0.01104613289
503	0.01100953238
504	0.01097932168
505	0.01096267085
506	0.01093092948
507	0.01089415547
508	0.01087378438
509	0.01083890746
510	0.01081392376
511	0.01079382977
512	0.01077737138
513	0.01074848379
514	0.01072391528
515	0.0106913461
516	0.01066769414
517	0.01065184679
518	0.01063272194
519	0.01061597155
520	0.01060134857
521	0.01056401573
522	0.01054447106
523	0.01051909788
524	0.010500328
525	0.01048337765
526	0.0104523003
527	0.0104227269
528	0.01039861503
529	0.01037546361
530	0.01033656254
531	0.01030052862
532	0.01028472349
533	0.01026621038
534	0.01023327804
535	0.0102142102
536	0.01018196042
537	0.01016639884
538	0.01013749347
539	0.01010868688
540	0.0100931829
541	0.01007878975
542	0.0100626209
543	0.01004000118
544	0.01002330076
545	0.01001047816
546	0.00999491695
547	0.009978602398
548	0.009960694327
549	0.009932576351
550	0.009916659842
551	0.009883855339
552	0.009868075364
553	0.009838025879
554	0.0098151688
555	0.009800816827
556	0.009784178388
557	0.009766946252
558	0.009743399624
559	0.009729785613
560	0.00971512979
561	0.009695437837
562	0.009669183635
563	0.009655826072
564	0.009642539443
565	0.009623680624
566	0.009604451443
567	0.009585253952
568	0.009566530077
569	0.009543538367
570	0.009523809781
571	0.009508954142
572	0.009485701621
573	0.009472482605
574	0.009448317295
575	0.009435798931
576	0.00941732139
577	0.00938984038
578	0.009366807553
579	0.009348269011
580	0.009324776715
581	0.009312620366
582	0.009299857475
583	0.009283400569
584	0.009257524989
585	0.0092439451
586	0.009228501284
587	0.009206356853
588	0.009193554061
589	0.00918494508
590	0.009163525467
591	0.009141119654
592	0.009123697246
593	0.009108662213
594	0.009098057617
595	0.009083948397
596	0.00906610816
597	0.009048941748
598	0.009024061547
599	0.009013296955
600	0.009001158968
601	0.008988054015
602	0.008971348212
603	0.008958619084
604	0.008934748135
605	0.008921195944
606	0.008904262271
607	0.008893104233
608	0.008879501558
609	0.008867942503
610	0.008845923475
611	0.008828183051
612	0.008811472132
613	0.00879817461
614	0.00878161414
615	0.008759230269
616	0.008733426562
617	0.008722332953
618	0.008704774358
619	0.008694565496
620	0.008673124719
621	0.008651332405
622	0.008634880038
623	0.00861967039
624	0.00860712785
625	0.008591355324
626	0.00857327707
627	0.008560598257
628	0.008549000884
629	0.008536095
630	0.008515990324
631	0.008497095841
632	0.008487402116
633	0.008478857639
634	0.008464613148
635	0.008453108767
636	0.008431108399
637	0.008410325186
638	0.008398360095
639	0.008383444029
640	0.008368115556
641	0.00835213117
642	0.008337804891
643	0.008315283132
644	0.008300757405
645	0.008292078962
646	0.008276263646
647	0.008254123015
648	0.008234738222
649	0.00822247786
650	0.008212465558
651	0.008198564964
652	0.008178608719
653	0.008164822764
654	0.008154869487
655	0.008144833346
656	0.008121400572
657	0.008111105555
658	0.00809704684
659	0.008082994066
660	0.008060701491
661	0.008040815736
662	0.008027319929
663	0.008008624303
664	0.007998592412
665	0.007990478923
666	0.007979086617
667	0.007959649971
668	0.007937730936
669	0.00792543861
670	0.007915659358
671	0.007899473107
672	0.007880720633
673	0.007867188257
674	0.007852906647
675	0.007842873003
676	0.007830403386
677	0.00781779656
678	0.007802731504
679	0.007793745228
680	0.007781312657
681	0.00777048116
682	0.00775169866
683	0.007735718812
684	0.007726813915
685	0.007718729369
686	0.007700749876
687	0.007692382261
688	0.007674015587
689	0.007659563961
690	0.007649952924
691	0.007638443625
692	0.00762859537
693	0.007614412171
694	0.007598146671
695	0.007591031327
696	0.007578691009
697	0.007564607525
698	0.007555111617
699	0.007535693736
700	0.007520654757
701	0.007510641713
702	0.007494214897
703	0.007488344611
704	0.007478645572
705	0.007468940651
706	0.007456834083
707	0.007443447993
708	0.007436287351
709	0.007426579003
710	0.007418539943
711	0.007402020567
712	0.007385926902
713	0.007369960276
714	0.00735574665
715	0.00734158935
716	0.007329379521
717	0.007319851921
718	0.007303796655
719	0.007293311772
720	0.007284951481
721	0.007270971285
722	0.007253951634
723	0.007245965443
724	0.007235520088
725	0.007218968405
726	0.007205599336
727	0.007195908127
728	0.007184139168
729	0.007174089616
730	0.007167002972
731	0.007155393727
732	0.007148043316
733	0.007140583861
734	0.007133025943
735	0.007126170163
736	0.007116674275
737	0.00710820947
738	0.007100352075
739	0.007084651179
740	0.007075531249
741	0.007069216681
742	0.007058463104
743	0.007043316134
744	0.007032903595
745	0.007022338563
746	0.007007786131
747	0.006998859381
748	0.006991221391
749	0.006975848669
750	0.00696809692
751	0.00695737941
752	0.006943352497
753	0.006928382505
754	0.006918330802
755	0.006908272262
756	0.006895537587
757	0.006884207117
758	0.006874683363
759	0.006860311422
760	0.006851741342
761	0.006843224559
762	0.006836308905
763	0.006825085364
764	0.006810709954
765	0.006800540092
766	0.006793223788
767	0.006781121826
768	0.006768346434
769	0.006752769851
770	0.006745953785
771	0.006736200921
772	0.006728087061
773	0.006714414965
774	0.006707196839
775	0.006693877082
776	0.006686206127
777	0.006672088869
778	0.006663778551
779	0.006653506941
780	0.006647985944
781	0.006637493417
782	0.006627354143
783	0.006618015067
784	0.006608533374
785	0.006595448391
786	0.006586586333
787	0.006575273756
788	0.006568366692
789	0.006558316715
790	0.006549271057
791	0.006543401758
792	0.006536381714
793	0.006523996276
794	0.006512766472
795	0.006505459811
796	0.006496773811
797	0.00648783698
798	0.006480188444
799	0.00647110311
800	0.006465978168
801	0.006459075604
802	0.006445700936
803	0.006436572666
804	0.006424003151
805	0.006417244371
806	0.006403132441
807	0.006391164509
808	0.006379884346
809	0.006368981625
810	0.006363055663
811	0.006349992432
812	0.006343019167
813	0.006331709597
814	0.006320728536
815	0.006313899755
816	0.006307572638
817	0.006298574927
818	0.006292135826
819	0.00628531719
820	0.006274682161
821	0.006265664811
822	0.006258500457
823	0.006246852677
824	0.00623610846
825	0.006228096976
826	0.006216985779
827	0.006208265348
828	0.006197061875
829	0.006191087896
830	0.00618266512
831	0.006178609262
832	0.006166523258
833	0.006158355185
834	0.006152907167
835	0.006145428305
836	0.006134627249
837	0.006128426551
838	0.006120372335
839	0.006114128847
840	0.006104387616
841	0.006097753003
842	0.006090265147
843	0.006082442625
844	0.006075008229
845	0.006068525299
846	0.006057580814
847	0.006050372371
848	0.006045047981
849	0.006033650588
850	0.006025277279
851	0.006018720656
852	0.00601045277
853	0.006005265088
854	0.005999347747
855	0.00599244672
856	0.005985476932
857	0.005979594221
858	0.005972604839
859	0.005965597487
860	0.005958168269
861	0.005952707066
862	0.005944797659
863	0.005939882818
864	0.00593372967
865	0.005925790059
866	0.005915383393
867	0.005910431719
868	0.005903288168
869	0.005897959967
870	0.005891785271
871	0.005885664409
872	0.005875942332
873	0.005865727774
874	0.005861564736
875	0.005851650659
876	0.005840374159
877	0.005835396342
878	0.005830258523
879	0.005822273076
880	0.00581742829
881	0.005812132274
882	0.005805088976
883	0.005800070154
884	0.005792916824
885	0.005786916845
886	0.005780054574
887	0.005770392968
888	0.005764042586
889	0.005752565148
890	0.005740692421
891	0.005733652135
892	0.005725928738
893	0.005720374002
894	0.005713703727
895	0.005707308305
896	0.00570188051
897	0.005695798026
898	0.00568730743
899	0.005681255004
900	0.005674241022
901	0.005669051552
902	0.005659052725
903	0.005652245535
904	0.005647401755
905	0.005640755889
906	0.005630192507
907	0.00562049371
908	0.005615977933
909	0.005610493107
910	0.005605341041
911	0.005600682741
912	0.005594146776
913	0.00558902652
914	0.005582527381
915	0.005575114795
916	0.005567434597
917	0.005561149181
918	0.005555158425
919	0.005549572555
920	0.005543165987
921	0.005536256672
922	0.005528078882
923	0.005522386043
924	0.005517494009
925	0.005512275795
926	0.005504043121
927	0.00549406886
928	0.005489691159
929	0.005481462775
930	0.005474837396
931	0.005471222449
932	0.005465363945
933	0.005457567151
934	0.005453165467
935	0.005447275825
936	0.005438418745
937	0.005433976035
938	0.005428461177
939	0.00542322172
940	0.00541826174
941	0.005409866044
942	0.005403450468
943	0.005397108502
944	0.005390417078
945	0.00538203519
946	0.00537135709
947	0.005367253592
948	0.005361414139
949	0.005352938443
950	0.005346090288
951	0.005341400365
952	0.005335461326
953	0.005326439546
954	0.005322146073
955	0.005316722854
956	0.005311808939
957	0.005305211058
958	0.005296833036
959	0.005290416526
960	0.005281172531
961	0.005272982272
962	0.00526875768
963	0.005262969991
964	0.005258293951
965	0.005250670947
966	0.005245870735
967	0.005242551097
968	0.005234201668
969	0.005227084566
970	0.005221187089
971	0.005212437739
972	0.005203910949
973	0.005197678938
974	0.005188649679
975	0.005179985923
976	0.005173431848
977	0.005168948089
978	0.005164340375
979	0.00516092428
980	0.005155373491
981	0.005147284099
982	0.005140432755
983	0.005136655173
984	0.005128182715
985	0.005124354205
986	0.005120124122
987	0.005116214542
988	0.005111857884
989	0.00510724451
990	0.005101863092
991	0.005095132972
992	0.005086878656
993	0.005078509738
994	0.005073949793
995	0.005069163447
996	0.005061624432
997	0.005053954931
998	0.005049299807
999	0.005045611667
